,id,pts,offset
St Johns Pl & Washington Ave-6 St & 7 Ave,13681,2,27362
St Johns Pl & Washington Ave-3 St & Prospect Park West,13682,2,27364
St Johns Pl & Washington Ave-Berkeley Pl & 7 Ave,13683,2,27366
St Johns Pl & Washington Ave-West Drive & Prospect Park West,13684,2,27368
St Johns Pl & Washington Ave-Bergen St & Flatbush Ave,13685,2,27370
St Johns Pl & Washington Ave-Lefferts Pl & Franklin Ave,13686,2,27372
St Johns Pl & Washington Ave-Plaza St East & Flatbush Ave,13687,2,27374
Troy Ave & Park Pl-Bergen St & Kingston Ave,13688,2,27376
Troy Ave & Park Pl-Eastern Pkwy & Schenectady Ave,13689,2,27378
Troy Ave & Park Pl-Prospect Pl & Underhill Ave,13690,2,27380
Troy Ave & Park Pl-Rogers Ave & Lincoln Rd,13691,2,27382
Troy Ave & Park Pl-Sterling Pl & Bedford Ave,13692,2,27384
Troy Ave & Park Pl-Sterling Pl & New York Ave,13693,2,27386
Troy Ave & Park Pl-Stuyvesant Ave & Gates Ave,13694,2,27388
Troy Ave & Park Pl-46 Ave & 5 St,13695,2,27390
Troy Ave & Park Pl-Ashland Pl & Dekalb Ave,13696,2,27392
Troy Ave & Park Pl-Eastern Pkwy & Troy Ave,13697,2,27394
Devoe St & Morgan Ave-Bushwick Ave & Powers St,13698,2,27396
Devoe St & Morgan Ave-Montrose Ave & Bushwick Ave,13699,2,27398
Devoe St & Morgan Ave-Powers St & Olive St,13700,2,27400
Devoe St & Morgan Ave-Driggs Ave & N Henry St,13701,2,27402
Devoe St & Morgan Ave-Sharon St & Olive St,13702,2,27404
Devoe St & Morgan Ave-Humboldt St & Varet St,13703,2,27406
Devoe St & Morgan Ave-Devoe St & Lorimer St,13704,2,27408
Devoe St & Morgan Ave-Morgan Ave & Lombardy St,13705,2,27410
Devoe St & Morgan Ave-Graham Ave & Grand St,13706,2,27412
Devoe St & Morgan Ave-Knickerbocker Ave & Thames St,13707,2,27414
E 123 St & Lexington Ave-Pleasant Ave & E 120 St,13708,2,27416
E 123 St & Lexington Ave-Pleasant Ave & E 116 St,13709,2,27418
E 123 St & Lexington Ave-Lexington Ave & E 120 St,13710,2,27420
E 123 St & Lexington Ave-Morningside Ave & W 123 St,13711,2,27422
E 123 St & Lexington Ave-E 117 St & 1 Ave,13712,2,27424
E 123 St & Lexington Ave-Park Ave & E 124 St,13713,2,27426
E 123 St & Lexington Ave-2 Ave & E 122 St,13714,2,27428
E 123 St & Lexington Ave-Lenox Ave & W 126 St,13715,2,27430
E 123 St & Lexington Ave-W 111 St & 5 Ave,13716,2,27432
E 123 St & Lexington Ave-Mt Morris Park W & W 120 St,13717,2,27434
Grand Concourse & E 203 St-Paul Ave & W 205 St,13718,2,27436
Grand Concourse & E 203 St-Valentine Ave & E 183 St,13719,2,27438
Grand Concourse & E 203 St-Goulden Ave & W 205 St,13720,2,27440
Grand Concourse & E 203 St-Grand Concourse & E 205 St,13721,2,27442
Grand Concourse & E 203 St-Grand Concourse & E 199 St,13722,2,27444
Grand Concourse & E 203 St-Goulden Ave & W 197 St,13723,2,27446
Grand Concourse & E 203 St-Jerome Ave & E Mosholu Parkway S,13724,2,27448
Grand Concourse & E 203 St-Jerome Ave & Bedford Park Blvd E,13725,2,27450
Grand Concourse & E 203 St-Grand Concourse & E 192 St,13726,2,27452
Grand Concourse & E 203 St-E Mosholu Pkwy & E 204 St,13727,2,27454
E 12 St & 3 Ave-Ave A & E 14 St,13728,2,27456
E 12 St & 3 Ave-Ave A & E 11 St,13729,2,27458
E 12 St & 3 Ave-Washington Square E,13730,2,27460
E 12 St & 3 Ave-University Pl & E 8 St,13731,2,27462
E 12 St & 3 Ave-E 14 St & Avenue B,13732,2,27464
E 12 St & 3 Ave-Washington Pl & Broadway,13733,2,27466
E 12 St & 3 Ave-E 16 St & 5 Ave,13734,2,27468
E 12 St & 3 Ave-W 13 St & 5 Ave,13735,2,27470
E 12 St & 3 Ave-Ave D & E 8 St,13736,2,27472
E 12 St & 3 Ave-Mercer St & Bleecker St,13737,2,27474
Willoughby St & Fleet St-Adelphi St & Myrtle Ave,13738,2,27476
Willoughby St & Fleet St-Clinton Ave & Myrtle Ave,13739,2,27478
Willoughby St & Fleet St-Myrtle Ave & St Edwards St,13740,2,27480
Willoughby St & Fleet St-Willoughby Ave & Hall St,13741,2,27482
Willoughby St & Fleet St-Clermont Ave & Park Ave,13742,2,27484
Willoughby St & Fleet St-Carlton Ave & Park Ave,13743,2,27486
Willoughby St & Fleet St-Lawrence St & Willoughby St,13744,2,27488
Willoughby St & Fleet St-Washington Park,13745,2,27490
Willoughby St & Fleet St-Myrtle Ave & Fleet Pl,13746,2,27492
Willoughby St & Fleet St-Park Ave & St Edwards St,13747,2,27494
University Ave & Brandt Pl-Popham Ave & W 174 St,13748,2,27496
University Ave & Brandt Pl-University Ave & Macombs Rd,13749,2,27498
University Ave & Brandt Pl-W 176 St & Montgomery Ave,13750,2,27500
University Ave & Brandt Pl-University Ave & W Burnside Ave,13751,2,27502
University Ave & Brandt Pl-Nelson Ave & W 172 St,13752,2,27504
University Ave & Brandt Pl-Jerome Ave & W 177 St,13753,2,27506
University Ave & Brandt Pl-E Burnside Ave & Ryer Ave,13754,2,27508
University Ave & Brandt Pl-Featherbed Ln & Nelson Ave,13755,2,27510
University Ave & Brandt Pl-Louis Nine Blvd & Intervale Ave,13756,2,27512
University Ave & Brandt Pl-Morris Ave & McClellan St,13757,2,27514
Crescent St & 34 Ave-31 St & Broadway,13758,2,27516
Crescent St & 34 Ave-Queens Plaza North & Crescent St,13759,2,27518
Crescent St & 34 Ave-Crescent St & Broadway,13760,2,27520
Crescent St & 34 Ave-Crescent St & 35 Ave,13761,2,27522
Crescent St & 34 Ave-28 St & 41 Ave,13762,2,27524
Crescent St & 34 Ave-Crescent St & 30 Ave,13763,2,27526
Crescent St & 34 Ave-28 St & 36 Ave,13764,2,27528
Crescent St & 34 Ave-34 Ave & 38 St,13765,2,27530
Crescent St & 34 Ave-Vernon Blvd & 10 St,13766,2,27532
Crescent St & 34 Ave-34th Ave & Vernon Blvd,13767,2,27534
Grand Concourse & E 175 St-Grand Concourse & East Mount Eden Ave,13768,2,27536
Grand Concourse & E 175 St-Weeks Ave & E 175 St,13769,2,27538
Grand Concourse & E 175 St-W 11 St & 6 Ave,13770,2,27540
Grand Concourse & E 175 St-Walton Ave & E 176 St,13771,2,27542
Grand Concourse & E 175 St-3 Ave & E 174 St,13772,2,27544
Grand Concourse & E 175 St-W 100 St & Broadway,13773,2,27546
Grand Concourse & E 175 St-Featherbed Ln & Jerome Ave,13774,2,27548
Grand Concourse & E 175 St-E Tremont Ave & E 176 St,13775,2,27550
Grand Concourse & E 175 St-3 Ave & Franklin Ave,13776,2,27552
Grand Concourse & E 175 St-E 170 St & Sheridan Ave,13777,2,27554
11 Ave & W 59 St-W 59 St & 10 Ave,13778,2,27556
11 Ave & W 59 St-Broadway & W 58 St,13779,2,27558
11 Ave & W 59 St-West End Ave & W 60 St,13780,2,27560
11 Ave & W 59 St-W 54 St & 11 Ave,13781,2,27562
11 Ave & W 59 St-W 70 St & Amsterdam Ave,13782,2,27564
11 Ave & W 59 St-W 42 St & Dyer Ave,13783,2,27566
11 Ave & W 59 St-W 67 St & Broadway,13784,2,27568
11 Ave & W 59 St-12 Ave & W 40 St,13785,2,27570
11 Ave & W 59 St-W 34 St & Hudson Blvd E,13786,2,27572
11 Ave & W 59 St-11 Ave & W 41 St,13787,2,27574
Broadway & W 41 St-6 Ave & W 34 St,13788,2,27576
Broadway & W 41 St-11 Ave & W 41 St,13789,2,27578
Broadway & W 41 St-6 Ave & W 33 St,13790,2,27580
Broadway & W 41 St-W 43 St & 10 Ave,13791,2,27582
Broadway & W 41 St-W 44 St & 11 Ave,13792,2,27584
Broadway & W 41 St-E 47 St & Park Ave,13793,2,27586
Broadway & W 41 St-6 Ave & W 45 St,13794,2,27588
Broadway & W 41 St-Broadway & W 38 St,13795,2,27590
Broadway & W 41 St-W 51 St & Rockefeller Plaza,13796,2,27592
Broadway & W 41 St-W 42 St & Dyer Ave,13797,2,27594
39 St & Queens Blvd-48 Ave & 41 St,13798,2,27596
39 St & Queens Blvd-28 St & 41 Ave,13799,2,27598
39 St & Queens Blvd-43 Ave & 47 St,13800,2,27600
39 St & Queens Blvd-46 St & Queens Blvd,13801,2,27602
39 St & Queens Blvd-43 Ave & 42 St,13802,2,27604
39 St & Queens Blvd-40 St & Queens Blvd,13803,2,27606
39 St & Queens Blvd-39 St & 50 Ave,13804,2,27608
39 St & Queens Blvd-Queens Plaza North & Crescent St,13805,2,27610
39 St & Queens Blvd-Skillman Ave & 43 Ave,13806,2,27612
39 St & Queens Blvd-34 St & 38 Ave,13807,2,27614
Franklin Ave & E 169 St-3 Ave & E 169 St,13808,2,27616
Franklin Ave & E 169 St-Freeman St & Southern Blvd,13809,2,27618
Franklin Ave & E 169 St-St. Ann's Av & Bruckner Blvd,13810,2,27620
Franklin Ave & E 169 St-Fulton Ave & E 168 St,13811,2,27622
Franklin Ave & E 169 St-Grand Concourse & E 167 St,13812,2,27624
Franklin Ave & E 169 St-Melrose Ave & E 150 St,13813,2,27626
Franklin Ave & E 169 St-E 163 St & Union Ave,13814,2,27628
Franklin Ave & E 169 St-E 170 St & Sheridan Ave,13815,2,27630
Franklin Ave & E 169 St-Morris Ave & E 153 St,13816,2,27632
Franklin Ave & E 169 St-Sherman Ave & E 166 St,13817,2,27634
W 50 St & 9 Ave-9 Ave & W 39 St,13818,2,27636
W 50 St & 9 Ave-9 Ave & W 45 St,13819,2,27638
W 50 St & 9 Ave-8 Ave & W 33 St,13820,2,27640
W 50 St & 9 Ave-W 43 St & 10 Ave,13821,2,27642
W 50 St & 9 Ave-8 Ave & W 52 St,13822,2,27644
W 50 St & 9 Ave-W 36 St & 9 Ave,13823,2,27646
W 50 St & 9 Ave-W 50 St & 10 Ave,13824,2,27648
W 50 St & 9 Ave-11 Ave & W 41 St,13825,2,27650
W 50 St & 9 Ave-W 45 St & 8 Ave,13826,2,27652
W 50 St & 9 Ave-W 34 St & Hudson Blvd E,13827,2,27654
21 St & 36 Ave-36 Ave & 31 St,13828,2,27656
21 St & 36 Ave-Crescent St & 34 Ave,13829,2,27658
21 St & 36 Ave-21 St & Queens Plaza North,13830,2,27660
21 St & 36 Ave-36 Ave & 10 St,13831,2,27662
21 St & 36 Ave-35 Ave & 10 St,13832,2,27664
21 St & 36 Ave-Queens Plaza North & Crescent St,13833,2,27666
21 St & 36 Ave-21 St & 31 Dr,13834,2,27668
21 St & 36 Ave-24 St & 38 Ave,13835,2,27670
21 St & 36 Ave-30 Ave & 21 St,13836,2,27672
21 St & 36 Ave-28 St & 36 Ave,13837,2,27674
St. Nicholas Terrace & Convent Ave-St. Nicholas Ave & W 126 St,13838,2,27676
St. Nicholas Terrace & Convent Ave-Convent Ave & W 135 St,13839,2,27678
St. Nicholas Terrace & Convent Ave-5 Ave & E 103 St,13840,2,27680
St. Nicholas Terrace & Convent Ave-E 106 St & Madison Ave,13841,2,27682
St. Nicholas Terrace & Convent Ave-Amsterdam Ave & W 136 St,13842,2,27684
St. Nicholas Terrace & Convent Ave-Grand Concourse & E 144 St,13843,2,27686
St. Nicholas Terrace & Convent Ave-Morningside Ave & W 123 St,13844,2,27688
St. Nicholas Terrace & Convent Ave-Adam Clayton Powell Blvd & W 115 St,13845,2,27690
St. Nicholas Terrace & Convent Ave-5 Ave & W 126 St,13846,2,27692
St. Nicholas Terrace & Convent Ave-E 142 St & 3 Ave,13847,2,27694
48 St & 50 Ave-47 Ave & 48 St,13848,2,27696
48 St & 50 Ave-43 St & 50 Ave,13849,2,27698
48 St & 50 Ave-Lenox Ave & W 111 St,13850,2,27700
48 St & 50 Ave-Greenpoint Ave & 47 St,13851,2,27702
48 St & 50 Ave-Graham Ave & Conselyea St,13852,2,27704
48 St & 50 Ave-E 47 St & Park Ave,13853,2,27706
48 St & 50 Ave-53 St & Roosevelt Ave,13854,2,27708
48 St & 50 Ave-30 St & 48 Ave,13855,2,27710
48 St & 50 Ave-44 St & 48 Ave,13856,2,27712
48 St & 50 Ave-46 St & Queens Blvd,13857,2,27714
Congress St & Hicks St-Bergen St & Smith St,13858,2,27716
Congress St & Hicks St-Clinton St & Joralemon St,13859,2,27718
Congress St & Hicks St-Congress St & Clinton St,13860,2,27720
Congress St & Hicks St-Schermerhorn St & Hoyt St,13861,2,27722
Congress St & Hicks St-Carroll St & Columbia St,13862,2,27724
Congress St & Hicks St-Clinton St & Union St,13863,2,27726
Congress St & Hicks St-Schermerhorn St & Court St,13864,2,27728
Congress St & Hicks St-Court St & State St,13865,2,27730
Congress St & Hicks St-Atlantic Ave & Furman St,13866,2,27732
Congress St & Hicks St-Bergen St & 4 Ave,13867,2,27734
Central Ave & Decatur St-Wilson Ave & Moffat St,13868,2,27736
Central Ave & Decatur St-Grove St & Broadway,13869,2,27738
Central Ave & Decatur St-Rockaway Ave & Bainbridge St,13870,2,27740
Central Ave & Decatur St-60 Pl & Linden St,13871,2,27742
Central Ave & Decatur St-Graham Ave & Conselyea St,13872,2,27744
Central Ave & Decatur St-DeKalb Ave & S Portland Ave,13873,2,27746
Central Ave & Decatur St-Knickerbocker Ave & Hancock St,13874,2,27748
Central Ave & Decatur St-Somers St & Rockaway Ave,13875,2,27750
Central Ave & Decatur St-Madison St & Woodward Ave,13876,2,27752
Central Ave & Decatur St-Summerfield St & Cypress Ave,13877,2,27754
10 Ave & W 28 St-W 26 St & 8 Ave,13878,2,27756
10 Ave & W 28 St-W 20 St & 7 Ave,13879,2,27758
10 Ave & W 28 St-W 27 St & 7 Ave,13880,2,27760
10 Ave & W 28 St-9 Ave & W 22 St,13881,2,27762
10 Ave & W 28 St-W 24 St & 7 Ave,13882,2,27764
10 Ave & W 28 St-8 Ave & W 31 St,13883,2,27766
10 Ave & W 28 St-6 Ave & W 33 St,13884,2,27768
10 Ave & W 28 St-8 Ave & W 33 St,13885,2,27770
10 Ave & W 28 St-W 22 St & 8 Ave,13886,2,27772
10 Ave & W 28 St-9 Ave & W 18 St,13887,2,27774
53 St & Flushing Ave-Wyckoff Av & Jefferson St,13888,2,27776
53 St & Flushing Ave-Willoughby Ave & Wyckoff Ave,13889,2,27778
53 St & Flushing Ave-Somers St & Rockaway Ave,13890,2,27780
53 St & Flushing Ave-Metropolitan Ave & Flushing Ave,13891,2,27782
53 St & Flushing Ave-56 St & Arnold Ave,13892,2,27784
53 St & Flushing Ave-Irving Ave & Jefferson St,13893,2,27786
53 St & Flushing Ave-Greene Av & Myrtle Av,13894,2,27788
53 St & Flushing Ave-Montrose Ave & Bushwick Ave,13895,2,27790
53 St & Flushing Ave-Madison St & Woodward Ave,13896,2,27792
53 St & Flushing Ave-Duffield St & Willoughby St,13897,2,27794
W 21 St & 6 Ave-9 Ave & W 22 St,13898,2,27796
W 21 St & 6 Ave-W 22 St & 10 Ave,13899,2,27798
W 21 St & 6 Ave-W 20 St & 10 Ave,13900,2,27800
W 21 St & 6 Ave-W 22 St & 8 Ave,13901,2,27802
W 21 St & 6 Ave-W 15 St & 7 Ave,13902,2,27804
W 21 St & 6 Ave-10 Ave & W 28 St,13903,2,27806
W 21 St & 6 Ave-W 20 St & 8 Ave,13904,2,27808
W 21 St & 6 Ave-6 Ave & W 33 St,13905,2,27810
W 21 St & 6 Ave-E 22 St & 2 Ave,13906,2,27812
W 21 St & 6 Ave-8 Ave & W 16 St,13907,2,27814
Greenwich St & Perry St-8 Ave & W 16 St,13908,2,27816
Greenwich St & Perry St-West St & Chambers St,13909,2,27818
Greenwich St & Perry St-Perry St & Greenwich Ave,13910,2,27820
Greenwich St & Perry St-University Pl & E 14 St,13911,2,27822
Greenwich St & Perry St-Spring St & Hudson St,13912,2,27824
Greenwich St & Perry St-W 16 St & The High Line,13913,2,27826
Greenwich St & Perry St-W 10 St & Washington St,13914,2,27828
Greenwich St & Perry St-W 13 St & 5 Ave,13915,2,27830
Greenwich St & Perry St-Washington St & Gansevoort St,13916,2,27832
Greenwich St & Perry St-W 4 St & 7 Ave S,13917,2,27834
40 Ave & Crescent St-Queens Plaza North & Crescent St,13918,2,27836
40 Ave & Crescent St-Crescent St & Broadway,13919,2,27838
40 Ave & Crescent St-31 Ave & Crescent St,13920,2,27840
40 Ave & Crescent St-18 St & 27 Ave,13921,2,27842
40 Ave & Crescent St-1 Ave & E 68 St,13922,2,27844
40 Ave & Crescent St-Crescent St & 34 Ave,13923,2,27846
40 Ave & Crescent St-Crescent St & 30 Ave,13924,2,27848
40 Ave & Crescent St-28 St & 36 Ave,13925,2,27850
40 Ave & Crescent St-1 Ave & E 62 St,13926,2,27852
40 Ave & Crescent St-Vernon Blvd & 47 Rd,13927,2,27854
E 163 St & Tiffany St-Intervale Ave & Westchester Ave,13928,2,27856
E 163 St & Tiffany St-Cauldwell Ave & E 158 St,13929,2,27858
E 163 St & Tiffany St-Westchester Ave & Longwood Ave,13930,2,27860
E 163 St & Tiffany St-Sheridan Ave & E 172 St,13931,2,27862
E 163 St & Tiffany St-Dawson St & Intervale Ave,13932,2,27864
E 163 St & Tiffany St-Intervale Ave & Kelly St,13933,2,27866
E 163 St & Tiffany St-Westchester Ave & Southern Blvd,13934,2,27868
E 163 St & Tiffany St-Freeman St & Southern Blvd,13935,2,27870
E 163 St & Tiffany St-Union Ave & E 169 St,13936,2,27872
E 163 St & Tiffany St-E 161 St & River Ave,13937,2,27874
Pacific St & Smith St-Pacific St & Classon Ave,13938,2,27876
Pacific St & Smith St-Clark St & Henry St,13939,2,27878
Pacific St & Smith St-Pacific St & Nevins St,13940,2,27880
Pacific St & Smith St-Fulton St & Adams St,13941,2,27882
Pacific St & Smith St-Centre St & Worth St,13942,2,27884
Pacific St & Smith St-Schermerhorn St & Hoyt St,13943,2,27886
Pacific St & Smith St-3 Ave & Schermerhorn St,13944,2,27888
Pacific St & Smith St-Hanson Pl & Ashland Pl,13945,2,27890
Pacific St & Smith St-Bond St & Bergen St,13946,2,27892
Pacific St & Smith St-State St & Smith St,13947,2,27894
E 60 St & York Ave-E 47 St & Park Ave,13948,2,27896
E 60 St & York Ave-E 44 St & Lexington Ave,13949,2,27898
E 60 St & York Ave-E 54 St & 1 Ave,13950,2,27900
E 60 St & York Ave-E 58 St & 1 Ave (NE Corner),13951,2,27902
E 60 St & York Ave-E 72 St & York Ave,13952,2,27904
E 60 St & York Ave-E 55 St & 2 Ave,13953,2,27906
E 60 St & York Ave-1 Ave & E 62 St,13954,2,27908
E 60 St & York Ave-E 43 St & 2 Ave,13955,2,27910
E 60 St & York Ave-E 58 St & 3 Ave,13956,2,27912
E 60 St & York Ave-E 81 St & York Ave,13957,2,27914
Grand Concourse & E 161 St-Grand Concourse & E 164 St,13958,2,27916
Grand Concourse & E 161 St-Grand Concourse & E 166 St,13959,2,27918
Grand Concourse & E 161 St-E 161 St & River Ave,13960,2,27920
Grand Concourse & E 161 St-E 161 St & Park Ave,13961,2,27922
Grand Concourse & E 161 St-Sherman Ave & E 166 St,13962,2,27924
Grand Concourse & E 161 St-Grand Concourse & E 167 St,13963,2,27926
Grand Concourse & E 161 St-Morris Ave & E 163 St,13964,2,27928
Grand Concourse & E 161 St-Walton Ave & E 153 St,13965,2,27930
Grand Concourse & E 161 St-Concourse Village East & E 158 St,13966,2,27932
Grand Concourse & E 161 St-Concourse Village West & E 156 St,13967,2,27934
Hancock St & Wyckoff Ave-Wyckoff Av & Stanhope St,13968,2,27936
Hancock St & Wyckoff Ave-Broadway & Hancock St,13969,2,27938
Hancock St & Wyckoff Ave-Chauncey St & Stuyvesant Ave,13970,2,27940
Hancock St & Wyckoff Ave-Putnam Ave & Wyckoff Ave,13971,2,27942
Hancock St & Wyckoff Ave-Putnam Ave & Knickerbocker Ave,13972,2,27944
Hancock St & Wyckoff Ave-Central Ave & Weirfield St,13973,2,27946
Hancock St & Wyckoff Ave-Irving Ave & Harman St,13974,2,27948
Hancock St & Wyckoff Ave-Chauncey St & Howard Ave,13975,2,27950
Hancock St & Wyckoff Ave-Wyckoff Ave & Gates Ave,13976,2,27952
Hancock St & Wyckoff Ave-Jefferson Ave & Evergreen Ave,13977,2,27954
E 25 St & 1 Ave-E 25 St & 2 Ave,13978,2,27956
E 25 St & 1 Ave-Lexington Ave & E 24 St,13979,2,27958
E 25 St & 1 Ave-E 27 St & 1 Ave,13980,2,27960
E 25 St & 1 Ave-1 Ave & E 30 St,13981,2,27962
E 25 St & 1 Ave-E 27 St & Park Ave S,13982,2,27964
E 25 St & 1 Ave-E 33 St & 1 Ave,13983,2,27966
E 25 St & 1 Ave-Broadway & W 25 St,13984,2,27968
E 25 St & 1 Ave-W 31 St & 7 Ave,13985,2,27970
E 25 St & 1 Ave-1 Ave & E 16 St,13986,2,27972
E 25 St & 1 Ave-5 Ave & E 29 St,13987,2,27974
Fulton St & Saratoga Ave-Knickerbocker Ave & Halsey St,13988,2,27976
Fulton St & Saratoga Ave-Thomas S. Boyland St & Fulton St,13989,2,27978
Fulton St & Saratoga Ave-Greene Ave & Throop Ave,13990,2,27980
Fulton St & Saratoga Ave-Prospect Pl & Nostrand Ave,13991,2,27982
Fulton St & Saratoga Ave-Van Sinderen Ave & Atlantic Ave,13992,2,27984
Fulton St & Saratoga Ave-Fulton St & Williams Ave,13993,2,27986
Fulton St & Saratoga Ave-Eastern Pkwy & Schenectady Ave,13994,2,27988
Fulton St & Saratoga Ave-Ralph Ave & Fulton St,13995,2,27990
Fulton St & Saratoga Ave-Somers St & Broadway,13996,2,27992
Fulton St & Saratoga Ave-Evergreen Ave & Noll St,13997,2,27994
Southern Blvd & E 142 St-St Mary's St & Jackson Ave,13998,2,27996
Southern Blvd & E 142 St-Prospect Ave & E 167 St,13999,2,27998
Southern Blvd & E 142 St-Southern Blvd & E 149 St,14000,2,28000
Southern Blvd & E 142 St-E 149 St & Jackson Ave,14001,2,28002
Southern Blvd & E 142 St-Barry St & Tiffany St,14002,2,28004
Southern Blvd & E 142 St-Willow Ave & E 133 St,14003,2,28006
Southern Blvd & E 142 St-E 138 St & Cypress Ave,14004,2,28008
Southern Blvd & E 142 St-E 138 St & Willow Ave,14005,2,28010
Southern Blvd & E 142 St-Wales Ave & E 147 St,14006,2,28012
Southern Blvd & E 142 St-Wards Meadow Comfort Station,14007,2,28014
Madison St & Forest Ave-Wyckoff Ave & Gates Ave,14008,2,28016
Madison St & Forest Ave-Central Ave & Covert St,14009,2,28018
Madison St & Forest Ave-Bleecker St & Forest Ave,14010,2,28020
Madison St & Forest Ave-Madison St & Woodward Ave,14011,2,28022
Madison St & Forest Ave-Greene Ave & Grandview Ave,14012,2,28024
Madison St & Forest Ave-Madison St & Cypress Ave,14013,2,28026
Madison St & Forest Ave-Flushing Ave & Woodward Ave,14014,2,28028
Madison St & Forest Ave-Stanhope St & Fairview Ave,14015,2,28030
Madison St & Forest Ave-60 Pl & Linden St,14016,2,28032
Madison St & Forest Ave-Onderdonk Ave & Gates Ave,14017,2,28034
E 17 St & Broadway-E 16 St & Irving Pl,14018,2,28036
E 17 St & Broadway-Broadway & W 25 St,14019,2,28038
E 17 St & Broadway-W 21 St & 6 Ave,14020,2,28040
E 17 St & Broadway-E 15 St & 3 Ave,14021,2,28042
E 17 St & Broadway-1 Ave & E 18 St,14022,2,28044
E 17 St & Broadway-Broadway & E 19 St,14023,2,28046
E 17 St & Broadway-W 20 St & 10 Ave,14024,2,28048
E 17 St & Broadway-E 17 St & 2 Ave,14025,2,28050
E 17 St & Broadway-E 20 St & FDR Dr,14026,2,28052
E 17 St & Broadway-E 20 St & 2 Ave,14027,2,28054
Broadway & W 61 St-W 64 St & Thelonious Monk Circle,14028,2,28056
Broadway & W 61 St-West End Ave & W 60 St,14029,2,28058
Broadway & W 61 St-W 70 St & Amsterdam Ave,14030,2,28060
Broadway & W 61 St-Amsterdam Ave & W 73 St,14031,2,28062
Broadway & W 61 St-Central Park West & W 68 St,14032,2,28064
Broadway & W 61 St-Broadway & W 58 St,14033,2,28066
Broadway & W 61 St-Central Park West & W 72 St,14034,2,28068
Broadway & W 61 St-W 63 St & Broadway,14035,2,28070
Broadway & W 61 St-Amsterdam Ave & W 79 St,14036,2,28072
Broadway & W 61 St-W 67 St & Broadway,14037,2,28074
W 10 St & Washington St-Greenwich St & Perry St,14038,2,28076
W 10 St & Washington St-8 Ave & W 16 St,14039,2,28078
W 10 St & Washington St-W 4 St & 7 Ave S,14040,2,28080
W 10 St & Washington St-West St & Chambers St,14041,2,28082
W 10 St & Washington St-Spring St & Hudson St,14042,2,28084
W 10 St & Washington St-W 16 St & The High Line,14043,2,28086
W 10 St & Washington St-West St & Liberty St,14044,2,28088
W 10 St & Washington St-Hudson St & W 13 St,14045,2,28090
W 10 St & Washington St-Washington St & Gansevoort St,14046,2,28092
W 10 St & Washington St-Christopher St & Greenwich St,14047,2,28094
Chauncey St & Malcolm X Blvd-Chauncey St & Howard Ave,14048,2,28096
Chauncey St & Malcolm X Blvd-Macon St & Patchen Ave,14049,2,28098
Chauncey St & Malcolm X Blvd-Hancock St & Malcolm X Blvd,14050,2,28100
Chauncey St & Malcolm X Blvd-Madison St & Malcolm X Blvd,14051,2,28102
Chauncey St & Malcolm X Blvd-Halsey St & Tompkins Ave,14052,2,28104
Chauncey St & Malcolm X Blvd-Kosciuszko St & Nostrand Ave,14053,2,28106
Chauncey St & Malcolm X Blvd-Hancock St & Wyckoff Ave,14054,2,28108
Chauncey St & Malcolm X Blvd-Halsey St & Ralph Ave,14055,2,28110
Chauncey St & Malcolm X Blvd-Fulton St & Utica Ave,14056,2,28112
Chauncey St & Malcolm X Blvd-Decatur St & Saratoga Ave,14057,2,28114
Railroad Ave & Kay Ave-Stuyvesant Ave & Gates Ave,14058,2,28116
Railroad Ave & Kay Ave-Kent Ave & Division Ave,14059,2,28118
Railroad Ave & Kay Ave-Myrtle Ave & Lewis Ave,14060,2,28120
Railroad Ave & Kay Ave-Jay St & York St,14061,2,28122
Railroad Ave & Kay Ave-Cambridge Pl & Gates Ave,14062,2,28124
Railroad Ave & Kay Ave-31 Ave & 34 St,14063,2,28126
Railroad Ave & Kay Ave-Monroe St & Patchen Ave,14064,2,28128
Railroad Ave & Kay Ave-Dock St & Front St,14065,2,28130
Railroad Ave & Kay Ave-Clinton Ave & Myrtle Ave,14066,2,28132
Railroad Ave & Kay Ave-S 4 St & Rodney St,14067,2,28134
E 149 St & Eagle Ave-Southern Blvd & E 149 St,14068,2,28136
E 149 St & Eagle Ave-Melrose Ave & E 150 St,14069,2,28138
E 149 St & Eagle Ave-Wales Ave & E 147 St,14070,2,28140
E 149 St & Eagle Ave-St Ann's Ave & Westchester Ave,14071,2,28142
E 149 St & Eagle Ave-Westchester Ave & Jackson Ave,14072,2,28144
E 149 St & Eagle Ave-E 149 St & Morris Ave,14073,2,28146
E 149 St & Eagle Ave-E 149 St & Jackson Ave,14074,2,28148
E 149 St & Eagle Ave-Morris Ave & E 142 St,14075,2,28150
E 149 St & Eagle Ave-Beck St & Leggett Ave,14076,2,28152
E 149 St & Eagle Ave-E 149 St & Park Ave,14077,2,28154
Ave D & E 8 St-Ave A & E 14 St,14078,2,28156
Ave D & E 8 St-E 12 St & 3 Ave,14079,2,28158
Ave D & E 8 St-E 6 St & Avenue D,14080,2,28160
Ave D & E 8 St-E 2 St & Avenue B,14081,2,28162
Ave D & E 8 St-E 20 St & FDR Dr,14082,2,28164
Ave D & E 8 St-Avenue D & E 10 St,14083,2,28166
Ave D & E 8 St-Cooper Square & Astor Pl,14084,2,28168
Ave D & E 8 St-Norfolk St & Broome St,14085,2,28170
Ave D & E 8 St-E 2 St & Avenue A,14086,2,28172
